,Date,Count,Offense
873,2020-03-21,12,Vandalism
874,2020-03-21,12,Assault
875,2020-03-22,12,Assault
876,2020-03-22,2,Fraud
877,2020-03-22,3,Vandalism
878,2020-03-23,12,Assault
879,2020-03-23,5,Vandalism
880,2020-03-23,9,Fraud
881,2020-03-24,13,Assault
882,2020-03-24,6,Vandalism
883,2020-03-24,2,Fraud
884,2020-03-25,4,Assault
885,2020-03-25,7,Fraud
886,2020-03-25,12,Vandalism
887,2020-03-26,3,Vandalism
888,2020-03-26,5,Assault
889,2020-03-26,9,Fraud
890,2020-03-27,10,Assault
891,2020-03-27,6,Fraud
892,2020-03-27,7,Vandalism
893,2020-03-28,7,Vandalism
894,2020-03-28,9,Assault
895,2020-03-28,2,Drugs
896,2020-03-28,2,Fraud
897,2020-03-29,6,Assault
898,2020-03-29,2,Fraud
899,2020-03-29,9,Vandalism
900,2020-03-30,22,Vandalism
901,2020-03-30,1,Drugs
902,2020-03-30,3,Assault
903,2020-03-30,3,Fraud
904,2020-03-31,7,Vandalism
905,2020-03-31,12,Assault
906,2020-03-31,6,Fraud
907,2020-04-01,13,Fraud
908,2020-04-01,11,Assault
909,2020-04-01,1,Drugs
910,2020-04-01,12,Vandalism
911,2020-04-02,4,Fraud
912,2020-04-02,11,Assault
913,2020-04-02,1,Drugs
914,2020-04-02,11,Vandalism
915,2020-04-03,9,Fraud
916,2020-04-03,6,Assault
917,2020-04-03,6,Vandalism
918,2020-04-04,8,Assault
919,2020-04-04,3,Fraud
920,2020-04-04,1,Drugs
921,2020-04-04,4,Vandalism
922,2020-04-05,4,Assault
923,2020-04-05,7,Fraud
924,2020-04-05,10,Vandalism
925,2020-04-06,2,Drugs
926,2020-04-06,8,Vandalism
927,2020-04-06,6,Assault
928,2020-04-06,5,Fraud
929,2020-04-07,9,Assault
930,2020-04-07,9,Vandalism
931,2020-04-07,8,Fraud
932,2020-04-07,1,Drugs
933,2020-04-08,2,Drugs
934,2020-04-08,9,Vandalism
935,2020-04-08,5,Fraud
936,2020-04-08,10,Assault
937,2020-04-09,6,Vandalism
938,2020-04-09,5,Fraud
939,2020-04-09,6,Assault
940,2020-04-10,1,Drugs
941,2020-04-10,6,Vandalism
942,2020-04-10,5,Fraud
943,2020-04-10,10,Assault
944,2020-04-11,6,Vandalism
945,2020-04-11,3,Fraud
946,2020-04-11,1,Drugs
947,2020-04-11,9,Assault
948,2020-04-12,3,Fraud
949,2020-04-12,5,Assault
950,2020-04-12,9,Vandalism
951,2020-04-13,5,Fraud
952,2020-04-13,7,Vandalism
953,2020-04-13,4,Assault
954,2020-04-14,11,Vandalism
955,2020-04-14,8,Fraud
956,2020-04-14,4,Assault
957,2020-04-15,7,Fraud
958,2020-04-15,7,Assault
959,2020-04-15,10,Vandalism
960,2020-04-15,1,Drugs
961,2020-04-16,5,Assault
962,2020-04-16,3,Fraud
963,2020-04-16,4,Vandalism
964,2020-04-17,6,Vandalism
965,2020-04-17,1,Drugs
966,2020-04-17,4,Fraud
967,2020-04-17,6,Assault
968,2020-04-18,8,Vandalism
969,2020-04-18,7,Assault
970,2020-04-18,3,Fraud
971,2020-04-19,4,Fraud
972,2020-04-19,7,Assault
973,2020-04-19,10,Vandalism
974,2020-04-20,3,Fraud
975,2020-04-20,1,Drugs
976,2020-04-20,2,Vandalism
977,2020-04-20,12,Assault
978,2020-04-21,6,Vandalism
979,2020-04-21,2,Drugs
980,2020-04-21,4,Fraud
981,2020-04-21,7,Assault
982,2020-04-22,1,Drugs
983,2020-04-22,7,Fraud
984,2020-04-22,7,Assault
985,2020-04-22,5,Vandalism
986,2020-04-23,4,Assault
987,2020-04-23,8,Vandalism
988,2020-04-23,7,Fraud
989,2020-04-24,2,Fraud
990,2020-04-24,9,Assault
991,2020-04-24,9,Vandalism
992,2020-04-25,7,Fraud
993,2020-04-25,8,Assault
994,2020-04-25,9,Vandalism
995,2020-04-26,5,Fraud
996,2020-04-26,7,Assault
997,2020-04-26,5,Vandalism
998,2020-04-27,9,Fraud
999,2020-04-27,7,Assault
1000,2020-04-27,7,Vandalism
1001,2020-04-28,8,Assault
1002,2020-04-28,7,Fraud
1003,2020-04-28,1,Drugs
1004,2020-04-28,10,Vandalism
1005,2020-04-29,6,Vandalism
1006,2020-04-29,8,Fraud
1007,2020-04-29,15,Assault
1008,2020-04-30,2,Drugs
1009,2020-04-30,4,Fraud
1010,2020-04-30,10,Vandalism
1011,2020-04-30,13,Assault
1012,2020-05-01,12,Vandalism
1013,2020-05-01,6,Assault
1014,2020-05-01,1,Drugs
1015,2020-05-01,20,Fraud
1016,2020-05-02,3,Fraud
1017,2020-05-02,9,Assault
1018,2020-05-02,2,Drugs
1019,2020-05-02,9,Vandalism
1020,2020-05-03,2,Fraud
1021,2020-05-03,18,Assault
1022,2020-05-03,10,Vandalism
1023,2020-05-04,5,Fraud
1024,2020-05-04,3,Drugs
1025,2020-05-04,13,Assault
1026,2020-05-04,9,Vandalism
1027,2020-05-05,8,Fraud
1028,2020-05-05,1,Drugs
1029,2020-05-05,10,Assault
1030,2020-05-05,12,Vandalism
1031,2020-05-06,7,Vandalism
1032,2020-05-06,9,Assault
1033,2020-05-06,5,Fraud
1034,2020-05-07,2,Drugs
1035,2020-05-07,10,Fraud
1036,2020-05-07,8,Vandalism
1037,2020-05-07,4,Assault
1038,2020-05-08,6,Vandalism
1039,2020-05-08,9,Assault
1040,2020-05-08,13,Fraud
1041,2020-05-09,3,Vandalism
1042,2020-05-09,3,Drugs
1043,2020-05-09,8,Assault
1044,2020-05-09,5,Fraud
1045,2020-05-10,10,Assault
1046,2020-05-10,1,Drugs
1047,2020-05-10,2,Fraud
1048,2020-05-10,12,Vandalism
1049,2020-05-11,9,Fraud
1050,2020-05-11,2,Vandalism
1051,2020-05-11,7,Assault
1052,2020-05-11,1,Drugs
1053,2020-05-12,1,Drugs
1054,2020-05-12,7,Fraud
1055,2020-05-12,9,Vandalism
1056,2020-05-12,6,Assault
1057,2020-05-13,6,Vandalism
1058,2020-05-13,14,Assault
1059,2020-05-13,8,Fraud
1060,2020-05-14,16,Fraud
1061,2020-05-14,4,Vandalism
1062,2020-05-14,5,Drugs
1063,2020-05-14,15,Assault
1064,2020-05-15,4,Drugs
1065,2020-05-15,12,Fraud
1066,2020-05-15,21,Assault
1067,2020-05-15,4,Vandalism
1068,2020-05-16,5,Assault
1069,2020-05-16,1,Drugs
1070,2020-05-16,10,Fraud
1071,2020-05-16,8,Vandalism
1072,2020-05-17,10,Assault
1073,2020-05-17,7,Fraud
1074,2020-05-17,6,Vandalism
1075,2020-05-18,16,Fraud
1076,2020-05-18,8,Vandalism
1077,2020-05-18,1,Drugs
1078,2020-05-18,8,Assault
1079,2020-05-19,8,Vandalism
1080,2020-05-19,3,Drugs
1081,2020-05-19,8,Assault
1082,2020-05-19,18,Fraud
1083,2020-05-20,26,Fraud
1084,2020-05-20,7,Drugs
1085,2020-05-20,3,Vandalism
1086,2020-05-20,7,Assault
1087,2020-05-21,3,Drugs
1088,2020-05-21,28,Fraud
1089,2020-05-21,9,Assault
1090,2020-05-21,5,Vandalism
1091,2020-05-22,8,Drugs
1092,2020-05-22,15,Assault
1093,2020-05-22,6,Vandalism
1094,2020-05-22,30,Fraud
1095,2020-05-23,8,Vandalism
1096,2020-05-23,6,Drugs
1097,2020-05-23,16,Fraud
1098,2020-05-23,11,Assault
1099,2020-05-24,11,Assault
1100,2020-05-24,8,Vandalism
1101,2020-05-24,2,Drugs
1102,2020-05-24,12,Fraud
1103,2020-05-25,7,Assault
1104,2020-05-25,6,Vandalism
1105,2020-05-25,10,Fraud
1106,2020-05-25,8,Drugs
1107,2020-05-26,10,Assault
1108,2020-05-26,2,Drugs
1109,2020-05-26,26,Fraud
1110,2020-05-26,4,Vandalism
1111,2020-05-27,14,Fraud
1112,2020-05-27,7,Assault
1113,2020-05-27,7,Vandalism
1114,2020-05-27,12,Drugs
1115,2020-05-28,17,Assault
1116,2020-05-28,9,Vandalism
1117,2020-05-28,11,Fraud
1118,2020-05-28,11,Drugs
1119,2020-05-29,17,Fraud
1120,2020-05-29,20,Assault
1121,2020-05-29,7,Drugs
1122,2020-05-29,8,Vandalism
1123,2020-05-30,14,Assault
1124,2020-05-30,16,Fraud
1125,2020-05-30,9,Vandalism
1126,2020-05-30,4,Drugs
1127,2020-05-31,40,Vandalism
1128,2020-05-31,8,Fraud
1129,2020-05-31,22,Assault
1130,2020-06-01,2,Drugs
1131,2020-06-01,10,Assault
1132,2020-06-01,21,Vandalism
1133,2020-06-01,26,Fraud
1134,2020-06-02,17,Fraud
1135,2020-06-02,14,Assault
1136,2020-06-02,14,Vandalism
1137,2020-06-02,1,Drugs
1138,2020-06-03,15,Assault
1139,2020-06-03,9,Vandalism
1140,2020-06-03,10,Fraud
1141,2020-06-04,2,Drugs
1142,2020-06-04,12,Assault
1143,2020-06-04,12,Vandalism
1144,2020-06-04,24,Fraud
1145,2020-06-05,10,Assault
1146,2020-06-05,14,Vandalism
1147,2020-06-05,3,Drugs
1148,2020-06-05,13,Fraud
1149,2020-06-06,13,Fraud
1150,2020-06-06,7,Assault
1151,2020-06-06,2,Drugs
1152,2020-06-06,4,Vandalism
1153,2020-06-07,14,Assault
1154,2020-06-07,1,Drugs
1155,2020-06-07,11,Vandalism
1156,2020-06-07,7,Fraud
1157,2020-06-08,5,Vandalism
1158,2020-06-08,3,Drugs
1159,2020-06-08,10,Assault
1160,2020-06-08,15,Fraud
1161,2020-06-09,11,Assault
1162,2020-06-09,16,Fraud
1163,2020-06-09,3,Vandalism
1164,2020-06-09,1,Drugs
1165,2020-06-10,12,Fraud
1166,2020-06-10,8,Vandalism
1167,2020-06-10,12,Assault
1168,2020-06-11,8,Assault
1169,2020-06-11,12,Fraud
1170,2020-06-11,1,Drugs
1171,2020-06-11,6,Vandalism
1172,2020-06-12,17,Assault
1173,2020-06-12,14,Vandalism
1174,2020-06-12,17,Fraud
1175,2020-06-12,4,Drugs
1176,2020-06-13,16,Assault
1177,2020-06-13,1,Drugs
1178,2020-06-13,12,Vandalism
1179,2020-06-13,9,Fraud
1180,2020-06-14,13,Assault
1181,2020-06-14,11,Vandalism
1182,2020-06-14,4,Fraud
1183,2020-06-14,1,Drugs
1184,2020-06-15,11,Assault
1185,2020-06-15,22,Fraud
1186,2020-06-15,14,Vandalism
1187,2020-06-16,13,Assault
1188,2020-06-16,10,Fraud
1189,2020-06-16,9,Vandalism
1190,2020-06-16,1,Drugs
1191,2020-06-17,17,Vandalism
1192,2020-06-17,12,Assault
1193,2020-06-17,11,Fraud
1194,2020-06-17,3,Drugs
1195,2020-06-18,12,Vandalism
1196,2020-06-18,5,Drugs
1197,2020-06-18,16,Assault
1198,2020-06-18,16,Fraud
1199,2020-06-19,16,Assault
1200,2020-06-19,10,Vandalism
1201,2020-06-19,1,Drugs
1202,2020-06-19,13,Fraud
1203,2020-06-20,14,Vandalism
1204,2020-06-20,18,Assault
1205,2020-06-20,2,Drugs
1206,2020-06-20,9,Fraud
1207,2020-06-21,1,Drugs
1208,2020-06-21,4,Fraud
1209,2020-06-21,8,Assault
1210,2020-06-21,10,Vandalism
1211,2020-06-22,2,Drugs
1212,2020-06-22,15,Vandalism
1213,2020-06-22,8,Fraud
1214,2020-06-22,13,Assault
1215,2020-06-23,12,Vandalism
1216,2020-06-23,2,Drugs
1217,2020-06-23,7,Fraud
1218,2020-06-23,9,Assault
1219,2020-06-24,10,Assault
1220,2020-06-24,4,Drugs
1221,2020-06-24,11,Fraud
1222,2020-06-24,10,Vandalism
1223,2020-06-25,8,Assault
1224,2020-06-25,6,Vandalism
1225,2020-06-25,6,Fraud
1226,2020-06-25,6,Drugs
1227,2020-06-26,9,Fraud
1228,2020-06-26,2,Drugs
1229,2020-06-26,13,Vandalism
1230,2020-06-26,16,Assault
1231,2020-06-27,8,Vandalism
1232,2020-06-27,5,Fraud
1233,2020-06-27,1,Drugs
1234,2020-06-27,13,Assault
1235,2020-06-28,9,Vandalism
1236,2020-06-28,7,Fraud
1237,2020-06-28,14,Assault
1238,2020-06-29,5,Drugs
1239,2020-06-29,11,Assault
1240,2020-06-29,10,Vandalism
1241,2020-06-29,4,Fraud
1242,2020-06-30,5,Vandalism
1243,2020-06-30,1,Drugs
1244,2020-06-30,4,Fraud
1245,2020-06-30,12,Assault
1246,2020-07-01,3,Drugs
1247,2020-07-01,15,Fraud
1248,2020-07-01,8,Vandalism
1249,2020-07-01,16,Assault
1250,2020-07-02,7,Assault
1251,2020-07-02,3,Drugs
1252,2020-07-02,5,Vandalism
1253,2020-07-02,8,Fraud
1254,2020-07-03,15,Assault
1255,2020-07-03,10,Vandalism
1256,2020-07-03,5,Fraud
1257,2020-07-04,2,Fraud
1258,2020-07-04,13,Vandalism
1259,2020-07-04,12,Assault
1260,2020-07-04,1,Drugs
1261,2020-07-05,2,Fraud
1262,2020-07-05,19,Assault
1263,2020-07-05,18,Vandalism
1264,2020-07-05,1,Drugs
1265,2020-07-06,11,Vandalism
1266,2020-07-06,10,Fraud
1267,2020-07-06,8,Assault
1268,2020-07-06,6,Drugs
1269,2020-07-07,6,Drugs
1270,2020-07-07,7,Fraud
1271,2020-07-07,11,Assault
1272,2020-07-07,10,Vandalism
1273,2020-07-08,14,Fraud
1274,2020-07-08,15,Assault
1275,2020-07-08,13,Vandalism
1276,2020-07-09,1,Drugs
1277,2020-07-09,12,Fraud
1278,2020-07-09,16,Assault
1279,2020-07-09,8,Vandalism
1280,2020-07-10,7,Fraud
1281,2020-07-10,20,Assault
1282,2020-07-10,8,Vandalism
1283,2020-07-10,4,Drugs
1284,2020-07-11,2,Drugs
1285,2020-07-11,10,Vandalism
1286,2020-07-11,12,Assault
1287,2020-07-11,3,Fraud
1288,2020-07-12,4,Fraud
1289,2020-07-12,2,Drugs
1290,2020-07-12,14,Vandalism
1291,2020-07-12,17,Assault
1292,2020-07-13,3,Drugs
1293,2020-07-13,6,Vandalism
1294,2020-07-13,7,Fraud
1295,2020-07-13,12,Assault
1296,2020-07-14,9,Fraud
1297,2020-07-14,8,Assault
1298,2020-07-14,4,Drugs
1299,2020-07-14,10,Vandalism
1300,2020-07-15,14,Fraud
1301,2020-07-15,19,Vandalism
1302,2020-07-15,6,Assault
1303,2020-07-15,3,Drugs
1304,2020-07-16,10,Fraud
1305,2020-07-16,3,Drugs
1306,2020-07-16,6,Vandalism
1307,2020-07-16,13,Assault
1308,2020-07-17,14,Assault
1309,2020-07-17,14,Vandalism
1310,2020-07-17,4,Drugs
1311,2020-07-17,9,Fraud
1312,2020-07-18,1,Drugs
1313,2020-07-18,16,Assault
1314,2020-07-18,8,Fraud
1315,2020-07-18,14,Vandalism
1316,2020-07-19,2,Fraud
1317,2020-07-19,11,Vandalism
1318,2020-07-19,27,Assault
1319,2020-07-20,8,Fraud
1320,2020-07-20,2,Drugs
1321,2020-07-20,5,Vandalism
1322,2020-07-20,15,Assault
1323,2020-07-21,11,Fraud
1324,2020-07-21,19,Assault
1325,2020-07-21,19,Vandalism
1326,2020-07-21,5,Drugs
1327,2020-07-22,3,Drugs
1328,2020-07-22,8,Vandalism
1329,2020-07-22,9,Fraud
1330,2020-07-22,11,Assault
1331,2020-07-23,13,Fraud
1332,2020-07-23,9,Assault
1333,2020-07-23,1,Drugs
1334,2020-07-23,7,Vandalism
1335,2020-07-24,12,Assault
1336,2020-07-24,1,Drugs
1337,2020-07-24,5,Fraud
1338,2020-07-24,10,Vandalism
1339,2020-07-25,8,Vandalism
1340,2020-07-25,17,Assault
1341,2020-07-25,10,Fraud
1342,2020-07-26,7,Vandalism
1343,2020-07-26,17,Assault
1344,2020-07-26,3,Fraud
1345,2020-07-26,2,Drugs
1346,2020-07-27,15,Assault
1347,2020-07-27,9,Fraud
1348,2020-07-27,1,Drugs
1349,2020-07-27,8,Vandalism
1350,2020-07-28,12,Fraud
1351,2020-07-28,12,Assault
1352,2020-07-28,1,Vandalism
1353,2020-07-29,19,Assault
1354,2020-07-29,10,Vandalism
1355,2020-07-29,12,Fraud
1356,2020-07-29,4,Drugs
1357,2020-07-30,11,Vandalism
1358,2020-07-30,8,Fraud
1359,2020-07-30,4,Drugs
1360,2020-07-30,15,Assault
1361,2020-07-31,11,Vandalism
1362,2020-07-31,17,Assault
1363,2020-07-31,15,Fraud
1364,2020-07-31,2,Drugs
1365,2020-08-01,12,Fraud
1366,2020-08-01,3,Drugs
1367,2020-08-01,23,Assault
1368,2020-08-01,12,Vandalism
1369,2020-08-02,2,Drugs
1370,2020-08-02,9,Vandalism
1371,2020-08-02,17,Assault
1372,2020-08-02,4,Fraud
1373,2020-08-03,16,Assault
1374,2020-08-03,13,Fraud
1375,2020-08-03,18,Vandalism
1376,2020-08-04,10,Vandalism
1377,2020-08-04,14,Assault
1378,2020-08-04,7,Fraud
1379,2020-08-04,1,Drugs
1380,2020-08-05,12,Vandalism
1381,2020-08-05,8,Fraud
1382,2020-08-05,15,Assault
1383,2020-08-05,9,Drugs
1384,2020-08-06,4,Drugs
1385,2020-08-06,15,Vandalism
1386,2020-08-06,8,Fraud
1387,2020-08-06,15,Assault
1388,2020-08-07,9,Vandalism
1389,2020-08-07,11,Fraud
1390,2020-08-07,13,Assault
1391,2020-08-07,4,Drugs
1392,2020-08-08,7,Assault
1393,2020-08-08,2,Drugs
1394,2020-08-08,12,Vandalism
1395,2020-08-08,5,Fraud
1396,2020-08-09,18,Assault
1397,2020-08-09,3,Fraud
1398,2020-08-09,12,Vandalism
1399,2020-08-10,3,Drugs
1400,2020-08-10,11,Assault
1401,2020-08-10,7,Fraud
1402,2020-08-10,15,Vandalism
1403,2020-08-11,8,Drugs
1404,2020-08-11,11,Assault
1405,2020-08-11,10,Vandalism
1406,2020-08-11,18,Fraud
1407,2020-08-12,5,Vandalism
1408,2020-08-12,15,Fraud
1409,2020-08-12,6,Drugs
1410,2020-08-12,11,Assault
1411,2020-08-13,8,Vandalism
1412,2020-08-13,11,Drugs
1413,2020-08-13,6,Assault
1414,2020-08-13,6,Fraud
1415,2020-08-14,8,Fraud
1416,2020-08-14,3,Drugs
1417,2020-08-14,11,Assault
1418,2020-08-14,9,Vandalism
1419,2020-08-15,5,Fraud
1420,2020-08-15,10,Vandalism
1421,2020-08-15,9,Assault
1422,2020-08-16,9,Vandalism
1423,2020-08-16,1,Drugs
1424,2020-08-16,15,Assault
1425,2020-08-16,1,Fraud
1426,2020-08-17,4,Vandalism
1427,2020-08-17,13,Assault
1428,2020-08-17,5,Drugs
1429,2020-08-17,12,Fraud
1430,2020-08-18,4,Drugs
1431,2020-08-18,13,Assault
1432,2020-08-18,14,Vandalism
1433,2020-08-18,13,Fraud
1434,2020-08-19,10,Assault
1435,2020-08-19,3,Drugs
1436,2020-08-19,12,Fraud
1437,2020-08-19,14,Vandalism
1438,2020-08-20,7,Vandalism
1439,2020-08-20,8,Assault
1440,2020-08-20,5,Drugs
1441,2020-08-20,10,Fraud
1442,2020-08-21,7,Vandalism
1443,2020-08-21,13,Assault
1444,2020-08-21,8,Fraud
1445,2020-08-21,3,Drugs
1446,2020-08-22,18,Assault
1447,2020-08-22,4,Vandalism
1448,2020-08-22,9,Fraud
1449,2020-08-22,1,Drugs
1450,2020-08-23,6,Vandalism
1451,2020-08-23,7,Fraud
1452,2020-08-23,3,Drugs
1453,2020-08-23,15,Assault
1454,2020-08-24,11,Fraud
1455,2020-08-24,10,Vandalism
1456,2020-08-24,2,Drugs
1457,2020-08-24,7,Assault
1458,2020-08-25,10,Vandalism
1459,2020-08-25,9,Assault
1460,2020-08-25,8,Fraud
1461,2020-08-25,5,Drugs
1462,2020-08-26,15,Assault
1463,2020-08-26,2,Drugs
1464,2020-08-26,13,Fraud
1465,2020-08-26,10,Vandalism
1466,2020-08-27,16,Assault
1467,2020-08-27,10,Vandalism
1468,2020-08-27,3,Drugs
1469,2020-08-27,13,Fraud
1470,2020-08-28,8,Vandalism
1471,2020-08-28,5,Drugs
1472,2020-08-28,14,Assault
1473,2020-08-28,12,Fraud
1474,2020-08-29,15,Assault
1475,2020-08-29,3,Fraud
1476,2020-08-29,11,Vandalism
1477,2020-08-30,9,Vandalism
1478,2020-08-30,15,Assault
1479,2020-08-30,4,Fraud
1480,2020-08-30,2,Drugs
1481,2020-08-31,10,Vandalism
1482,2020-08-31,10,Fraud
1483,2020-08-31,13,Assault
1484,2020-08-31,2,Drugs
1485,2020-09-01,16,Fraud
1486,2020-09-01,17,Vandalism
1487,2020-09-01,17,Assault
1488,2020-09-01,3,Drugs
1489,2020-09-02,15,Assault
1490,2020-09-02,3,Drugs
1491,2020-09-02,9,Vandalism
1492,2020-09-02,14,Fraud
1493,2020-09-03,9,Fraud
1494,2020-09-03,7,Drugs
1495,2020-09-03,12,Vandalism
1496,2020-09-03,11,Assault
1497,2020-09-04,14,Vandalism
1498,2020-09-04,7,Drugs
1499,2020-09-04,17,Assault
1500,2020-09-04,8,Fraud
1501,2020-09-05,12,Vandalism
1502,2020-09-05,27,Assault
1503,2020-09-05,1,Drugs
1504,2020-09-05,1,Fraud
1505,2020-09-06,4,Drugs
1506,2020-09-06,15,Assault
1507,2020-09-06,6,Fraud
1508,2020-09-06,11,Vandalism
1509,2020-09-07,10,Assault
1510,2020-09-07,2,Drugs
1511,2020-09-07,10,Vandalism
1512,2020-09-07,4,Fraud
1513,2020-09-08,3,Drugs
1514,2020-09-08,12,Assault
1515,2020-09-08,3,Vandalism
1516,2020-09-08,14,Fraud
1517,2020-09-09,1,Drugs
1518,2020-09-09,10,Fraud
1519,2020-09-09,17,Assault
1520,2020-09-09,7,Vandalism
1521,2020-09-10,10,Vandalism
1522,2020-09-10,19,Fraud
1523,2020-09-10,9,Drugs
1524,2020-09-10,12,Assault
1525,2020-09-11,10,Vandalism
1526,2020-09-11,13,Fraud
1527,2020-09-11,4,Drugs
1528,2020-09-11,11,Assault
1529,2020-09-12,6,Fraud
1530,2020-09-12,4,Drugs
1531,2020-09-12,7,Vandalism
1532,2020-09-12,21,Assault
1533,2020-09-13,12,Vandalism
1534,2020-09-13,1,Drugs
1535,2020-09-13,7,Fraud
1536,2020-09-13,16,Assault
1537,2020-09-14,11,Assault
1538,2020-09-14,7,Vandalism
1539,2020-09-14,5,Drugs
1540,2020-09-14,13,Fraud
1541,2020-09-15,9,Fraud
1542,2020-09-15,6,Vandalism
1543,2020-09-15,15,Assault
1544,2020-09-15,4,Drugs
1545,2020-09-16,9,Vandalism
1546,2020-09-16,10,Assault
1547,2020-09-16,7,Drugs
1548,2020-09-16,10,Fraud
1549,2020-09-17,7,Drugs
1550,2020-09-17,9,Fraud
1551,2020-09-17,12,Vandalism
1552,2020-09-17,20,Assault
1553,2020-09-18,15,Fraud
1554,2020-09-18,7,Drugs
1555,2020-09-18,4,Vandalism
1556,2020-09-18,6,Assault
1557,2020-09-19,22,Assault
1558,2020-09-19,4,Fraud
1559,2020-09-19,7,Vandalism
1560,2020-09-19,3,Drugs
1561,2020-09-20,17,Assault
1562,2020-09-20,3,Drugs
1563,2020-09-20,10,Vandalism
1564,2020-09-20,6,Fraud
1565,2020-09-21,6,Assault
1566,2020-09-21,6,Vandalism
1567,2020-09-21,8,Drugs
1568,2020-09-21,13,Fraud
1569,2020-09-22,6,Vandalism
1570,2020-09-22,12,Fraud
1571,2020-09-22,5,Drugs
1572,2020-09-22,6,Assault
1573,2020-09-23,12,Vandalism
1574,2020-09-23,17,Fraud
1575,2020-09-23,7,Drugs
1576,2020-09-23,9,Assault
1577,2020-09-24,7,Drugs
1578,2020-09-24,20,Fraud
1579,2020-09-24,11,Assault
1580,2020-09-24,10,Vandalism
1581,2020-09-25,8,Fraud
1582,2020-09-25,2,Drugs
1583,2020-09-25,8,Assault
1584,2020-09-25,16,Vandalism
1585,2020-09-26,16,Assault
1586,2020-09-26,15,Vandalism
1587,2020-09-26,9,Fraud
1588,2020-09-26,4,Drugs
1589,2020-09-27,13,Vandalism
1590,2020-09-27,17,Assault
1591,2020-09-27,7,Fraud
1592,2020-09-28,13,Assault
1593,2020-09-28,4,Vandalism
1594,2020-09-28,21,Fraud
1595,2020-09-28,13,Drugs
1596,2020-09-29,8,Vandalism
1597,2020-09-29,8,Fraud
1598,2020-09-29,15,Assault
1599,2020-09-29,7,Drugs
1600,2020-09-30,12,Fraud
1601,2020-09-30,12,Assault
1602,2020-09-30,7,Vandalism
1603,2020-09-30,4,Drugs
1604,2020-10-01,6,Drugs
1605,2020-10-01,14,Assault
1606,2020-10-01,11,Vandalism
1607,2020-10-01,23,Fraud
1608,2020-10-02,19,Assault
1609,2020-10-02,6,Drugs
1610,2020-10-02,15,Fraud
1611,2020-10-02,12,Vandalism
1612,2020-10-03,11,Drugs
1613,2020-10-03,13,Fraud
1614,2020-10-03,10,Vandalism
1615,2020-10-03,18,Assault
1616,2020-10-04,3,Drugs
1617,2020-10-04,6,Fraud
1618,2020-10-04,8,Vandalism
1619,2020-10-04,15,Assault
1620,2020-10-05,15,Assault
1621,2020-10-05,6,Drugs
1622,2020-10-05,14,Fraud
1623,2020-10-05,7,Vandalism
1624,2020-10-06,14,Fraud
1625,2020-10-06,2,Drugs
1626,2020-10-06,7,Vandalism
1627,2020-10-06,5,Assault
1628,2020-10-07,5,Drugs
1629,2020-10-07,5,Vandalism
1630,2020-10-07,19,Fraud
1631,2020-10-07,8,Assault
1632,2020-10-08,8,Vandalism
1633,2020-10-08,3,Drugs
1634,2020-10-08,20,Fraud
1635,2020-10-08,8,Assault
1636,2020-10-09,6,Drugs
1637,2020-10-09,9,Assault
1638,2020-10-09,23,Fraud
1639,2020-10-09,8,Vandalism
1640,2020-10-10,16,Assault
1641,2020-10-10,9,Fraud
1642,2020-10-10,14,Vandalism
1643,2020-10-11,9,Vandalism
1644,2020-10-11,4,Assault
1645,2020-10-11,1,Drugs
1646,2020-10-11,9,Fraud
1647,2020-10-12,1,Drugs
1648,2020-10-12,10,Fraud
1649,2020-10-12,6,Vandalism
1650,2020-10-12,9,Assault
1651,2020-10-13,6,Drugs
1652,2020-10-13,7,Vandalism
1653,2020-10-13,12,Fraud
1654,2020-10-13,9,Assault
1655,2020-10-14,9,Drugs
1656,2020-10-14,8,Vandalism
1657,2020-10-14,27,Fraud
1658,2020-10-14,15,Assault
1659,2020-10-15,18,Fraud
1660,2020-10-15,13,Assault
1661,2020-10-15,5,Drugs
1662,2020-10-15,10,Vandalism
1663,2020-10-16,4,Drugs
1664,2020-10-16,13,Assault
1665,2020-10-16,32,Fraud
1666,2020-10-16,9,Vandalism
1667,2020-10-17,10,Assault
1668,2020-10-17,15,Vandalism
1669,2020-10-17,11,Fraud
1670,2020-10-17,1,Drugs
1671,2020-10-18,7,Vandalism
1672,2020-10-18,10,Fraud
1673,2020-10-18,18,Assault
1674,2020-10-19,8,Vandalism
1675,2020-10-19,4,Drugs
1676,2020-10-19,34,Fraud
1677,2020-10-19,12,Assault
1678,2020-10-20,19,Assault
1679,2020-10-20,8,Vandalism
1680,2020-10-20,12,Drugs
1681,2020-10-20,31,Fraud
1682,2020-10-21,4,Drugs
1683,2020-10-21,5,Vandalism
1684,2020-10-21,32,Fraud
1685,2020-10-21,17,Assault
1686,2020-10-22,38,Fraud
1687,2020-10-22,7,Vandalism
1688,2020-10-22,11,Assault
1689,2020-10-22,11,Drugs
1690,2020-10-23,13,Assault
1691,2020-10-23,8,Drugs
1692,2020-10-23,10,Vandalism
1693,2020-10-23,32,Fraud
1694,2020-10-24,15,Fraud
1695,2020-10-24,5,Drugs
1696,2020-10-24,8,Vandalism
1697,2020-10-24,19,Assault
1698,2020-10-25,2,Drugs
1699,2020-10-25,5,Fraud
1700,2020-10-25,20,Assault
1701,2020-10-25,8,Vandalism
1702,2020-10-26,40,Fraud
